,Dengue,Dengue_sma7,Acumulado_21,Acumulado,Populacao,Rt,Susceptiveis,Densidade_Dem,Precipitacao_sma7,Temp_med_7sma,Temp_min_7sma,Umidade_7sma,Vento_mps_7sma
1268,16,22.7,451,105599,2463321,1.07,2357722,7885,0.2,27.1,23.4,76.3,2.9
1269,38,22.1,459,105637,2463321,0.96,2357684,7885,0.2,27.1,23.5,76.8,2.8
1270,30,23.0,479,105667,2463321,0.95,2357654,7885,0.4,27.0,23.3,75.4,2.5
1271,12,21.4,463,105679,2463785,0.88,2358106,7886,0.2,27.1,23.2,74.9,2.5
1272,14,21.4,459,105693,2463785,0.89,2358092,7886,0.2,27.1,23.0,74.0,2.7
1273,18,22.9,473,105711,2463785,1.01,2358074,7886,0.2,27.1,22.9,74.0,2.8
1274,22,21.4,457,105733,2463785,0.96,2358052,7886,0.2,27.1,22.8,74.1,2.8
1275,40,24.9,481,105773,2463785,1.09,2358012,7886,0.2,27.1,22.7,73.6,2.9
1276,30,23.7,483,105803,2463785,1.07,2357982,7886,0.2,27.2,22.7,71.7,3.0
1277,47,26.1,514,105850,2463785,1.14,2357935,7886,0.1,27.1,22.8,73.1,3.1
1278,6,25.3,498,105856,2464249,1.18,2358393,7888,1.0,27.1,22.9,73.9,3.1
1279,12,25.0,494,105868,2464249,1.17,2358381,7888,1.0,27.2,23.3,74.1,2.8
1280,24,25.9,500,105892,2464249,1.13,2358357,7888,1.0,27.2,23.6,73.9,2.7
1281,52,30.1,518,105944,2464249,1.41,2358305,7888,1.0,27.2,23.5,73.6,2.5
1282,34,29.3,538,105978,2464249,1.18,2358271,7888,1.0,27.1,23.4,73.4,2.5
1283,35,30.0,531,106013,2464249,1.27,2358236,7888,1.0,27.0,23.4,73.8,2.5
1284,21,26.3,528,106034,2464249,1.01,2358215,7888,0.9,27.2,23.4,72.8,2.5
1285,46,32.0,551,106080,2464713,1.27,2358633,7889,0.4,27.1,23.3,72.8,2.6
1286,12,32.0,549,106092,2464713,1.28,2358621,7889,0.5,27.0,23.2,73.1,2.8
1287,20,31.4,561,106112,2464713,1.22,2358601,7889,0.5,27.0,23.0,73.8,2.8
1288,47,30.7,576,106159,2464713,1.02,2358554,7889,0.5,27.0,23.1,74.4,2.9
1289,55,33.7,615,106214,2464713,1.15,2358499,7889,0.7,27.0,23.4,75.2,3.1
1290,49,35.7,626,106263,2464713,1.19,2358450,7889,0.7,26.9,23.4,76.1,3.1
1291,34,37.6,630,106297,2464713,1.43,2358416,7889,0.7,26.9,23.2,75.8,3.3
1292,40,36.7,658,106337,2465177,1.15,2358840,7891,5.5,26.7,23.2,77.0,3.1
1293,20,37.9,664,106357,2465177,1.18,2358820,7891,6.3,26.8,23.1,76.8,3.0
1294,16,37.3,662,106373,2465177,1.19,2358804,7891,6.3,26.8,23.1,76.1,3.1
1295,56,38.6,696,106429,2465177,1.26,2358748,7891,6.3,26.8,23.2,75.9,3.1
1296,58,39.0,714,106487,2465177,1.16,2358690,7891,6.1,26.7,23.0,75.1,3.0
1297,49,39.0,733,106536,2465177,1.09,2358641,7891,6.1,26.7,22.7,74.6,3.0
1298,26,37.9,712,106562,2465177,1.01,2358615,7891,6.1,26.6,22.7,75.0,2.9
1299,41,38.0,747,106603,2465641,1.04,2359038,7892,0.9,26.8,22.8,73.7,2.9
1300,18,37.7,753,106621,2465641,1.0,2359020,7892,0.0,26.8,22.7,73.0,2.9
1301,16,37.7,745,106637,2465641,1.01,2359004,7892,0.0,26.8,22.6,72.9,3.0
1302,155,51.9,848,106792,2465641,1.34,2358849,7892,0.0,26.9,22.5,72.9,3.1
1303,81,55.1,895,106873,2465641,1.41,2358768,7892,0.0,26.9,22.5,72.9,3.0
1304,45,54.6,905,106918,2465641,1.4,2358723,7892,0.0,27.0,22.7,73.1,2.9
1305,46,57.4,930,106964,2465641,1.52,2358677,7892,0.0,26.9,22.5,72.6,2.9
1306,42,57.6,926,107006,2466105,1.52,2359099,7894,0.0,26.8,22.2,71.8,3.1
1307,22,58.1,936,107028,2466105,1.54,2359077,7894,0.0,26.8,22.1,72.2,3.4
1308,28,59.9,944,107056,2466105,1.59,2359049,7894,0.0,26.8,22.2,72.3,3.4
1309,47,44.4,944,107103,2466105,0.86,2359002,7894,0.0,26.8,22.2,72.1,3.3
1310,41,38.7,930,107144,2466105,0.7,2358961,7894,0.1,26.8,22.4,71.4,3.6
1311,36,37.4,917,107180,2466105,0.69,2358925,7894,0.1,26.8,22.3,70.8,3.7
1312,26,34.6,909,107206,2466105,0.6,2358899,7894,0.1,26.8,22.4,70.3,3.7
1313,53,36.1,922,107259,2466569,0.63,2359310,7895,0.1,26.9,22.5,69.8,3.8
1314,28,37.0,930,107287,2466569,0.64,2359282,7895,0.4,26.9,22.8,69.8,3.6
1315,15,35.1,929,107302,2466569,0.59,2359267,7895,0.4,26.8,22.7,69.9,3.6
1316,59,36.9,932,107361,2466569,0.83,2359208,7895,0.4,26.7,22.6,68.9,3.8
1317,34,35.9,908,107395,2466569,0.93,2359174,7895,0.4,27.0,22.7,68.1,3.8
1318,78,41.9,937,107473,2466569,1.12,2359096,7895,0.4,27.0,22.5,67.4,3.9
1319,51,45.4,962,107524,2466569,1.31,2359045,7895,0.4,27.0,22.4,67.3,3.9
1320,53,45.4,974,107577,2467033,1.26,2359456,7897,0.4,27.0,22.2,67.3,4.0
1321,24,44.9,980,107601,2467033,1.21,2359432,7897,0.0,27.0,22.0,67.2,4.0
1322,24,46.1,988,107625,2467033,1.31,2359408,7897,0.0,27.0,21.9,67.2,3.9
1323,18,40.3,851,107643,2467033,1.09,2359390,7897,0.0,27.1,22.1,67.7,3.8
1324,47,42.1,817,107690,2467033,1.18,2359343,7897,0.0,26.8,21.9,68.4,3.9
1325,45,37.4,817,107735,2467033,0.89,2359298,7897,0.0,26.9,22.1,69.1,3.7
1326,73,40.6,844,107808,2467033,0.89,2359225,7897,0.0,26.9,22.5,68.9,3.6
1327,35,38.0,837,107843,2467497,0.84,2359654,7898,0.0,26.9,22.6,69.1,3.4
1328,10,36.0,825,107853,2467497,0.8,2359644,7898,0.0,27.0,22.7,68.8,3.4
1329,15,34.7,812,107868,2467497,0.75,2359629,7898,0.0,27.1,23.0,68.8,3.5
1330,63,41.1,828,107931,2467497,1.02,2359566,7898,0.0,27.0,23.0,68.9,3.4
1331,22,37.6,809,107953,2467497,0.89,2359544,7898,0.0,27.0,23.0,68.9,3.3
1332,70,41.1,843,108023,2467497,1.1,2359474,7898,0.0,27.1,23.0,69.2,3.4
1333,48,37.6,865,108071,2467497,0.93,2359426,7898,0.0,27.1,22.9,70.1,3.5
1334,30,36.9,842,108101,2467961,0.97,2359860,7900,0.0,27.2,23.0,70.8,3.7
1335,26,39.1,840,108127,2467961,1.09,2359834,7900,0.0,27.1,23.1,71.2,3.6
1336,10,38.4,835,108137,2467961,1.11,2359824,7900,0.0,27.2,23.0,71.1,3.7
1337,37,34.7,813,108174,2467961,0.84,2359787,7900,0.0,27.2,23.0,71.0,3.7
1338,61,40.3,840,108235,2467961,1.07,2359726,7900,0.0,27.2,23.0,71.2,3.6
1339,44,36.6,806,108279,2467961,0.89,2359682,7900,0.0,27.1,22.8,71.8,3.7
1340,38,35.1,793,108317,2467961,0.94,2359644,7900,0.0,27.0,22.7,71.0,3.8
1341,35,35.9,775,108352,2468425,0.97,2360073,7901,0.0,26.9,22.5,70.4,3.7
1342,9,33.4,760,108361,2468425,0.85,2360064,7901,0.0,26.9,22.4,69.9,3.8
1343,12,33.7,748,108373,2468425,0.88,2360052,7901,0.0,26.8,22.5,69.4,3.8
1344,47,35.1,777,108420,2468425,1.01,2360005,7901,0.0,26.7,22.4,69.1,3.8
1345,24,29.9,754,108444,2468425,0.74,2359981,7901,0.0,26.7,22.8,68.8,4.0
1346,69,33.4,778,108513,2468425,0.91,2359912,7901,0.0,26.7,23.0,68.3,4.0
1347,41,33.9,746,108554,2468425,0.96,2359871,7901,0.0,26.8,23.4,69.1,4.1
1348,98,42.9,809,108652,2468889,1.2,2360237,7903,0.0,26.9,23.7,69.2,4.0
1349,21,44.6,820,108673,2468889,1.33,2360216,7903,0.0,27.0,23.7,68.1,4.0
1350,19,45.6,824,108692,2468889,1.35,2360197,7903,0.0,27.1,23.6,67.2,3.9
1351,35,43.9,796,108727,2468889,1.25,2360162,7903,0.0,27.1,23.5,66.6,3.8
1352,44,46.7,818,108771,2468889,1.56,2360118,7903,0.0,27.2,23.1,66.3,3.8
1353,48,43.7,796,108819,2468889,1.31,2360070,7903,0.0,27.3,23.1,65.4,3.9
1354,39,43.4,787,108858,2468889,1.28,2360031,7903,0.0,27.4,22.9,64.0,3.6
1355,25,33.0,782,108883,2469353,0.77,2360470,7904,0.0,27.3,22.9,63.9,3.7
1356,12,31.7,768,108895,2469353,0.71,2360458,7904,0.0,27.3,23.1,64.1,3.7
1357,17,31.4,775,108912,2469353,0.69,2360441,7904,0.0,27.3,23.4,65.0,3.7
1358,25,30.0,763,108937,2469353,0.68,2360416,7904,0.0,27.4,23.5,65.3,3.9
1359,34,28.6,736,108971,2469353,0.61,2360382,7904,0.0,27.4,23.7,65.1,3.9
1360,30,26.0,722,109001,2469353,0.59,2360352,7904,0.0,27.4,23.8,64.8,3.8
1361,19,23.1,703,109020,2469353,0.53,2360333,7904,0.0,27.4,23.8,64.7,3.8
1362,36,24.7,704,109056,2469817,0.75,2360761,7906,0.0,27.4,23.6,63.8,4.1
1363,12,24.7,707,109068,2469817,0.78,2360749,7906,0.0,27.4,23.7,64.4,4.2
1364,6,23.1,701,109074,2469817,0.74,2360743,7906,0.0,27.4,23.6,63.8,4.4
1365,37,24.9,691,109111,2469817,0.83,2360706,7906,0.0,27.4,23.6,63.7,4.4
1366,33,24.7,700,109144,2469817,0.87,2360673,7906,0.0,27.3,22.9,65.0,4.5
1367,32,25.0,663,109176,2469817,0.96,2360641,7906,0.0,27.2,23.0,66.1,4.4
1368,83,34.1,705,109259,2469817,1.48,2360558,7906,0.0,27.3,23.2,66.7,4.5
1369,13,30.9,620,109272,2470281,1.25,2361009,7907,0.0,27.4,23.4,68.2,4.3
1370,8,30.3,607,109280,2470281,1.23,2361001,7907,0.0,27.4,23.5,68.7,4.0
1371,29,33.6,617,109309,2470281,1.45,2360972,7907,0.0,27.5,23.5,69.3,3.8
1372,38,33.7,620,109347,2470281,1.36,2360934,7907,0.0,27.5,23.7,69.6,3.8
1373,16,31.3,592,109363,2470281,1.27,2360918,7907,0.0,27.6,24.6,68.2,3.7
1374,24,30.1,568,109387,2470281,1.21,2360894,7907,0.0,27.7,24.4,68.0,3.8
1375,28,22.3,557,109415,2470281,0.65,2360866,7907,0.0,27.6,24.2,69.1,3.7
1376,30,24.7,562,109445,2470745,0.8,2361300,7909,0.0,27.6,24.1,68.2,3.6
1377,17,26.0,567,109462,2470745,0.86,2361283,7909,0.0,27.6,24.0,68.7,3.7
1378,13,23.7,563,109475,2470745,0.71,2361270,7909,0.0,27.6,24.1,68.9,3.7
1379,26,22.0,564,109501,2470745,0.65,2361244,7909,0.0,27.7,24.1,68.8,3.6
1380,18,22.3,548,109519,2470745,0.71,2361226,7909,0.0,27.7,24.1,69.9,3.6
1381,52,26.3,570,109571,2470745,0.87,2361174,7909,0.0,27.7,24.4,69.8,3.6
1382,28,26.3,579,109599,2470745,1.18,2361146,7909,0.0,27.7,24.3,68.3,3.7
1383,43,28.1,586,109642,2471209,1.14,2361567,7910,0.0,27.8,24.3,68.1,3.9
1384,9,27.0,583,109651,2471209,1.04,2361558,7910,0.0,27.8,24.4,66.9,3.8
1385,10,26.6,587,109661,2471209,1.12,2361548,7910,0.0,27.7,24.1,66.5,3.9
1386,32,27.4,582,109693,2471209,1.25,2361516,7910,0.0,27.7,24.1,67.2,4.0
1387,28,28.9,577,109721,2471209,1.29,2361488,7910,0.0,27.7,24.1,68.0,3.9
1388,29,25.6,574,109750,2471209,0.97,2361459,7910,0.0,27.7,23.9,68.5,3.6
1389,46,28.1,537,109796,2471209,1.07,2361413,7910,0.0,27.7,24.0,70.0,3.4
1390,22,25.1,546,109818,2471673,0.89,2361855,7912,0.2,27.7,24.0,71.9,3.1
1391,22,27.0,560,109840,2471673,1.0,2361833,7912,0.2,27.7,24.1,72.6,3.0
1392,19,28.3,550,109859,2471673,1.06,2361814,7912,0.2,27.8,24.4,73.2,2.8
1393,32,28.3,544,109891,2471673,1.03,2361782,7912,0.2,27.8,24.5,73.1,2.6
1394,40,30.0,568,109931,2471673,1.04,2361742,7912,0.2,27.9,24.4,72.6,2.6
1395,26,29.6,570,109957,2471673,1.16,2361716,7912,0.2,27.9,24.4,72.8,2.8
1396,17,25.4,559,109974,2471673,0.9,2361699,7912,0.2,28.0,24.7,72.4,2.9
1397,23,25.6,552,109997,2472137,1.02,2362140,7913,0.0,28.0,24.8,71.4,2.9
1398,9,23.7,544,110006,2472137,0.88,2362131,7913,0.0,28.1,25.0,71.7,3.1
1399,13,22.9,544,110019,2472137,0.81,2362118,7913,0.0,28.0,24.9,71.7,3.3
1400,37,23.6,555,110056,2472137,0.83,2362081,7913,0.0,28.0,24.8,71.8,3.5
1401,9,19.1,546,110065,2472137,0.64,2362072,7913,0.0,28.1,25.0,71.5,3.6
1402,34,20.3,528,110099,2472137,0.69,2362038,7913,0.0,28.1,25.1,70.9,3.7
1403,14,19.9,514,110113,2472137,0.78,2362024,7913,0.0,28.1,25.1,70.8,3.9
1404,39,22.1,510,110152,2472601,0.87,2362449,7915,0.5,28.1,25.0,71.1,3.9
1405,20,23.7,521,110172,2472601,1.0,2362429,7915,0.5,28.1,24.9,71.1,3.7
1406,17,24.3,528,110189,2472601,1.06,2362412,7915,0.5,28.2,25.1,71.3,3.7
1407,53,26.6,549,110242,2472601,1.13,2362359,7915,0.5,28.3,25.1,70.8,3.9
1408,29,29.4,550,110271,2472601,1.54,2362330,7915,0.5,28.3,25.0,69.7,4.0
1409,47,31.3,568,110318,2472601,1.54,2362283,7915,0.5,28.2,24.9,69.3,4.0
1410,41,35.1,563,110359,2472601,1.77,2362242,7915,0.6,28.3,24.8,69.6,4.0
1411,20,32.4,561,110379,2473065,1.46,2362686,7916,0.2,28.3,24.7,70.0,4.1
1412,23,32.9,562,110402,2473065,1.39,2362663,7916,0.2,28.3,24.8,69.0,4.2
1413,30,34.7,573,110432,2473065,1.43,2362633,7916,0.2,28.3,24.8,68.3,4.2
1414,24,30.6,565,110456,2473065,1.15,2362609,7916,0.2,28.2,24.7,68.6,4.0
1415,59,34.9,584,110515,2473065,1.18,2362550,7916,0.2,28.2,24.9,69.9,3.9
1416,47,34.9,605,110562,2473065,1.11,2362503,7916,0.2,28.1,25.1,71.5,3.8
1417,66,38.4,654,110628,2473065,1.09,2362437,7916,0.5,28.1,25.0,71.6,3.6
1418,54,43.3,685,110682,2473529,1.33,2362847,7918,0.5,28.2,25.1,71.0,3.7
1419,34,44.9,710,110716,2473529,1.37,2362813,7918,0.5,28.1,25.0,71.9,3.7
1420,10,42.0,707,110726,2473529,1.21,2362803,7918,0.8,28.0,24.9,72.4,3.5
1421,45,45.0,715,110771,2473529,1.47,2362758,7918,0.8,28.0,24.7,72.8,3.5
1422,54,44.3,760,110825,2473529,1.27,2362704,7918,0.8,27.9,24.4,73.3,3.4
1423,72,47.9,798,110897,2473529,1.37,2362632,7918,0.8,28.0,24.4,72.8,3.4
1424,38,43.9,822,110935,2473529,1.14,2362594,7918,0.3,28.0,24.5,72.6,3.4
1425,65,45.4,848,111000,2473994,1.05,2362994,7919,0.3,27.9,24.4,72.5,3.3
1426,43,46.7,871,111043,2473994,1.04,2362951,7919,0.3,28.0,24.6,72.9,3.3
1427,21,48.3,875,111064,2473994,1.15,2362930,7919,0.0,28.0,24.8,72.8,3.4
1428,63,50.9,885,111127,2473994,1.13,2362867,7919,0.0,28.2,24.9,72.4,3.4
1429,82,54.9,938,111209,2473994,1.24,2362785,7919,0.0,28.2,25.1,71.7,3.5
1430,116,61.1,1007,111325,2473994,1.28,2362669,7919,0.0,28.2,25.0,70.7,3.6
1431,69,65.6,1035,111394,2473994,1.5,2362600,7919,0.0,28.2,25.2,70.4,3.6
1432,104,71.1,1119,111498,2474458,1.57,2362960,7921,0.0,28.3,25.4,69.9,3.6
1433,54,72.7,1150,111552,2474458,1.56,2362906,7921,0.0,28.2,25.4,69.5,3.7
1434,52,77.1,1172,111604,2474458,1.6,2362854,7921,0.0,28.3,25.4,69.4,3.6
1435,101,82.6,1249,111705,2474458,1.62,2362753,7921,0.0,28.3,25.5,69.3,3.4
1436,63,79.9,1253,111768,2474458,1.46,2362690,7921,0.0,28.3,25.5,69.5,3.3
1437,114,79.6,1320,111882,2474458,1.3,2362576,7921,0.0,28.3,25.5,70.0,3.2
1438,80,81.1,1334,111962,2474458,1.24,2362496,7921,0.0,28.2,25.5,70.2,3.1
1439,161,89.3,1441,112123,2474922,1.26,2362799,7922,0.0,28.3,25.4,70.3,3.1
1440,64,90.7,1471,112187,2474922,1.25,2362735,7922,0.1,28.3,25.4,70.5,2.9
1441,42,89.3,1503,112229,2474922,1.16,2362693,7922,0.1,28.2,25.4,70.7,2.8
1442,94,88.3,1552,112323,2474922,1.07,2362599,7922,0.4,28.1,25.4,72.0,2.6
1443,91,92.3,1589,112414,2474922,1.16,2362508,7922,0.8,27.9,25.3,73.7,2.7
1444,153,97.9,1670,112567,2474922,1.23,2362355,7922,1.5,27.8,25.3,74.5,2.7
1445,79,97.7,1711,112646,2474922,1.2,2362276,7922,1.5,27.9,25.3,75.4,2.8
1446,92,87.9,1738,112738,2475386,0.98,2362648,7924,2.3,27.7,25.1,76.8,2.8
1447,76,89.6,1771,112814,2475386,0.99,2362572,7924,6.4,27.4,24.6,77.6,2.7
1448,42,89.6,1792,112856,2475386,1.0,2362530,7924,6.4,27.3,24.4,78.1,2.8
1449,109,91.7,1838,112965,2475386,1.04,2362421,7924,6.1,27.4,24.3,77.1,3.1
1450,105,93.7,1861,113070,2475386,1.02,2362316,7924,5.7,27.5,24.4,76.1,3.1
1451,63,80.9,1808,113133,2475386,0.83,2362253,7924,5.2,27.6,24.4,75.3,3.1
1452,87,82.0,1826,113220,2475386,0.84,2362166,7924,5.2,27.6,24.4,74.3,3.1
1453,56,76.9,1778,113276,2475850,0.87,2362574,7925,5.2,27.7,24.4,74.3,3.1
1454,42,72.0,1766,113318,2475850,0.8,2362532,7925,1.4,27.9,24.7,74.2,3.2
1455,39,71.6,1753,113357,2475850,0.8,2362493,7925,1.4,27.9,24.9,74.1,3.1
1456,111,71.9,1763,113468,2475850,0.78,2362382,7925,1.4,27.9,24.9,73.8,3.0
1457,124,74.6,1824,113592,2475850,0.8,2362258,7925,1.4,27.8,24.6,73.6,2.9
1458,133,84.6,1843,113725,2475850,1.05,2362125,7925,2.9,27.7,24.5,74.3,2.7
1459,61,80.9,1824,113786,2475850,0.99,2362064,7925,2.9,27.7,24.4,74.6,2.7
1460,56,80.9,1719,113842,2475850,1.05,2362008,7925,2.2,27.6,24.2,73.4,2.6
1461,69,84.7,1724,113911,2476314,1.18,2362403,7927,1.8,27.7,24.2,71.9,2.7
1462,46,85.7,1728,113957,2476314,1.2,2362357,7927,1.8,27.7,24.0,71.5,2.7
1463,110,85.6,1744,114067,2476314,1.19,2362247,7927,2.0,27.7,24.0,71.9,2.7
1464,70,77.9,1723,114137,2476314,1.04,2362177,7927,2.1,27.8,24.2,71.3,2.8
1465,87,71.3,1657,114224,2476314,0.84,2362090,7927,13.7,27.6,23.9,72.2,2.8
1466,68,72.3,1646,114292,2476314,0.89,2362022,7927,13.7,27.6,23.9,73.0,2.9
1467,172,88.9,1726,114464,2476314,1.1,2361850,7927,13.7,27.6,24.1,73.8,2.9
1468,65,88.3,1715,114529,2476778,1.04,2362249,7928,13.8,27.5,24.3,75.1,2.7
1469,57,89.9,1730,114586,2476778,1.05,2362192,7928,13.9,27.4,24.3,76.4,2.5
1472,149,95.7,1761,114894,2476778,1.34,2361884,7928,10.1,26.8,23.7,81.6,2.2
1473,148,107.1,1822,115042,2476778,1.48,2361736,7928,10.9,26.6,24.0,82.6,2.1
1474,119,99.6,1885,115161,2476778,1.12,2361617,7928,11.5,26.5,23.8,82.6,2.1
1475,87,102.7,1930,115248,2477242,1.16,2361994,7930,11.4,26.5,23.7,82.9,2.0
1476,65,103.9,1956,115313,2477242,1.16,2361929,7930,11.3,26.7,23.7,82.9,2.2
1477,113,108.6,1958,115426,2477242,1.27,2361816,7930,4.1,27.2,24.3,80.4,2.5
1478,118,114.1,1952,115544,2477242,1.31,2361698,7930,2.9,27.3,24.7,79.8,2.4
1479,104,107.7,1923,115648,2477242,1.13,2361594,7930,7.8,26.9,24.5,82.0,2.1
1492,105,105.0,2170,116915,2478170,1.16,2361255,7933,8.5,26.3,23.3,86.3,1.9
1493,105,101.4,2126,117020,2478170,1.07,2361150,7933,8.0,26.5,23.8,86.6,1.9
1494,91,99.1,2069,117111,2478170,1.03,2361059,7933,7.7,26.6,24.2,86.1,2.0
1495,151,98.9,2101,117262,2478170,1.02,2360908,7933,4.7,26.8,24.3,84.5,2.1
1496,81,101.9,2095,117343,2478634,1.04,2361291,7934,3.4,26.9,24.5,83.5,2.3
1497,33,97.9,2063,117376,2478634,0.99,2361258,7934,2.8,27.2,24.8,81.5,2.5
1498,115,97.3,2065,117491,2478634,0.95,2361143,7934,1.0,27.5,25.0,79.5,2.6
1499,81,93.9,2028,117572,2478634,0.89,2361062,7934,0.9,27.6,24.8,78.0,2.7
1500,153,100.7,2077,117725,2478634,0.99,2360909,7934,0.8,27.7,25.0,76.5,2.7
1501,127,105.9,2108,117852,2478634,1.07,2360782,7934,3.0,27.4,24.5,77.8,2.4
1502,126,102.3,2087,117978,2478634,1.03,2360656,7934,7.7,27.3,24.2,78.6,2.4
1503,42,96.7,2076,118020,2479098,0.95,2361078,7935,8.5,27.0,24.1,80.2,2.1
1504,30,96.3,2049,118050,2479098,0.98,2361048,7935,12.0,26.9,24.0,80.8,2.1
1514,199,176.1,2743,119763,2479562,1.53,2359799,7937,7.5,26.4,23.5,83.6,2.2
1515,216,183.3,2868,119979,2479562,1.52,2359583,7937,7.3,26.8,23.6,82.6,2.4
1516,258,193.3,2975,120237,2479562,1.49,2359325,7937,8.1,26.7,23.9,83.6,2.0
1517,129,189.4,3023,120366,2480026,1.3,2359660,7938,11.7,26.5,23.7,84.6,1.9
1518,53,190.7,3043,120419,2480026,1.29,2359607,7938,11.4,26.7,23.7,83.5,1.9
1519,176,174.9,3104,120595,2480026,1.04,2359431,7938,7.1,26.5,23.7,83.8,1.7
1520,207,176.9,3230,120802,2480026,1.0,2359224,7938,6.3,26.4,23.7,83.9,1.7
1521,202,177.3,3279,121004,2480026,1.01,2359022,7938,6.1,26.3,23.5,83.3,1.6
1522,157,168.9,3309,121161,2480026,0.92,2358865,7938,6.1,26.1,23.4,84.0,1.5
1523,153,153.9,3336,121314,2480026,0.8,2358712,7938,5.4,26.4,23.2,82.5,1.6
1524,110,151.1,3404,121424,2480490,0.8,2359066,7940,2.1,26.6,23.2,81.4,1.7
1525,106,158.7,3480,121530,2480490,0.83,2358960,7940,2.1,26.7,23.2,80.5,1.8
1526,93,146.9,3434,121623,2480490,0.84,2358867,7940,1.9,27.0,23.4,79.8,2.1
1527,94,130.7,3391,121717,2480490,0.74,2358773,7940,1.3,27.1,23.5,79.7,2.1
1528,104,116.7,3291,121821,2480490,0.66,2358669,7940,6.3,26.8,23.4,81.2,2.1
1529,178,119.7,3303,121999,2480490,0.71,2358491,7940,7.5,26.8,23.2,81.7,1.9
1530,161,120.9,3276,122160,2480490,0.79,2358330,7940,11.8,26.5,23.2,83.4,1.9
1538,203,233.1,3611,123977,2481418,1.77,2357441,7943,0.5,26.9,23.3,79.5,1.8
1539,206,237.9,3764,124183,2481418,1.69,2357235,7943,0.5,27.0,23.3,78.9,1.9
1540,266,240.0,3854,124449,2481418,1.47,2356969,7943,0.6,27.0,23.4,78.8,1.8
1541,296,250.9,3943,124745,2481418,1.38,2356673,7943,1.5,27.2,23.5,77.9,1.7
1542,281,250.0,4022,125026,2481418,1.2,2356392,7943,1.2,27.3,23.6,77.9,2.0
1543,255,249.0,4120,125281,2481418,1.13,2356137,7943,1.1,27.2,23.7,79.1,1.9
1544,301,258.3,4268,125582,2481418,1.12,2355836,7943,3.2,27.0,23.4,79.9,1.8
1545,252,265.3,4410,125834,2481882,1.14,2356048,7944,3.2,27.1,23.6,80.0,1.8
1546,214,266.4,4518,126048,2481882,1.12,2355834,7944,5.9,26.7,23.6,82.5,1.7
1547,326,275.0,4751,126374,2481882,1.15,2355508,7944,10.4,26.4,23.4,84.1,1.7
1548,353,283.1,5010,126727,2481882,1.13,2355155,7944,11.1,26.5,23.4,84.1,1.8
1549,350,293.0,5256,127077,2481882,1.17,2354805,7944,12.7,26.4,23.5,84.7,1.6
1550,347,306.1,5425,127424,2481882,1.23,2354458,7944,12.7,26.7,23.5,83.9,1.7
1551,377,317.0,5641,127801,2481882,1.23,2354081,7944,10.5,26.8,23.8,83.2,1.8
1552,226,313.3,5682,128027,2482346,1.18,2354319,7946,12.1,26.7,23.7,84.1,1.6
1553,245,317.7,5754,128272,2482346,1.19,2354074,7946,9.9,27.1,23.7,82.0,1.9
1554,475,339.0,5978,128747,2482346,1.23,2353599,7946,6.3,27.3,23.9,81.0,1.9
1555,478,356.9,6236,129225,2482346,1.26,2353121,7946,6.7,27.2,23.9,81.5,1.8
1556,420,366.9,6369,129645,2482346,1.25,2352701,7946,6.4,27.2,23.9,81.0,1.8
1557,524,392.1,6631,130169,2482346,1.28,2352177,7946,6.4,27.2,23.7,80.6,1.8
1558,426,399.1,6821,130595,2482346,1.26,2351751,7946,7.3,27.1,23.7,80.4,1.8
1559,378,420.9,6996,130973,2482810,1.34,2351837,7947,6.7,27.0,23.7,81.3,1.8
1560,316,431.0,7106,131289,2482810,1.36,2351521,7947,8.8,26.6,23.7,82.7,1.6
1561,491,433.3,7331,131780,2482810,1.28,2351030,7947,8.0,26.4,23.5,83.7,1.5
1562,511,438.0,7546,132291,2482810,1.23,2350519,7947,11.9,26.1,23.5,85.1,1.4
1563,312,422.6,7577,132603,2482810,1.15,2350207,7947,11.7,25.8,23.4,87.0,1.2
1564,471,415.0,7793,133074,2482810,1.06,2349736,7947,11.8,25.7,23.3,88.2,1.2
1565,356,405.0,7848,133430,2482810,1.01,2349380,7947,11.2,25.5,23.5,90.1,1.1
1566,300,393.9,7896,133730,2483274,0.94,2349544,7949,10.3,25.6,23.7,88.9,1.3
1567,303,392.0,7985,134033,2483274,0.91,2349241,7949,7.8,25.9,24.0,88.2,1.4
1568,410,380.4,8069,134443,2483274,0.88,2348831,7949,12.6,25.7,24.0,89.0,1.4
1569,425,368.1,8141,134868,2483274,0.84,2348406,7949,9.0,25.8,23.8,87.9,1.5
1570,433,385.4,8224,135301,2483274,0.91,2347973,7949,9.3,26.0,23.8,85.9,1.7
1571,293,360.0,8170,135594,2483274,0.87,2347680,7949,9.2,25.9,23.9,86.3,1.6
1572,232,342.3,8025,135826,2483274,0.85,2347448,7949,9.0,25.8,23.7,86.1,1.5
1573,263,337.0,8062,136089,2483738,0.86,2347649,7950,9.5,25.6,23.3,86.7,1.4
1574,246,328.9,8063,136335,2483738,0.84,2347403,7950,9.6,25.5,23.1,87.2,1.4
1575,409,328.7,7997,136744,2483738,0.86,2346994,7950,5.6,25.6,23.1,85.9,1.4
1576,397,324.7,7916,137141,2483738,0.88,2346597,7950,5.2,25.6,23.2,86.5,1.3
1577,351,313.0,7847,137492,2483738,0.81,2346246,7950,4.1,25.5,23.2,87.6,1.2
1578,320,316.9,7643,137812,2483738,0.88,2345926,7950,4.1,25.4,23.2,88.4,1.1
