,Dengue,Dengue_sma7,Acumulado_21,Acumulado,Populacao,Rt,Susceptiveis,Densidade_Dem,Precipitacao_sma7,Temp_med_7sma,Temp_min_7sma,Umidade_7sma,Vento_mps_7sma
2132,1,4.4,130,187514,2520395,0.61,2332881,8068,0.2,27.1,24.0,70.8,3.2
2133,8,5.6,135,187522,2520395,0.95,2332873,8068,0.1,27.2,24.0,70.8,2.9
2134,0,5.4,133,187522,2520859,0.97,2333337,8069,0.1,27.2,23.8,71.5,2.7
2135,2,4.0,132,187524,2520859,0.62,2333335,8069,0.1,27.2,23.9,71.7,2.7
2136,5,3.3,129,187529,2520859,0.45,2333330,8069,0.1,27.2,23.9,71.4,2.6
2137,3,3.0,121,187532,2520859,0.45,2333327,8069,0.1,27.3,24.0,70.7,2.7
2138,28,6.7,144,187560,2520859,1.02,2333299,8069,0.0,27.4,24.2,70.4,3.0
2139,9,7.9,137,187569,2520859,1.77,2333290,8069,0.0,27.4,24.6,69.7,3.0
2140,1,6.9,128,187570,2520859,1.23,2333289,8069,0.1,27.3,24.7,69.7,3.3
2141,1,7.0,126,187571,2521323,1.29,2333752,8071,0.1,27.3,24.9,68.3,3.6
2142,1,6.9,121,187572,2521323,1.71,2333751,8071,0.1,27.4,25.0,67.8,3.6
2145,2,2.9,113,187580,2521323,0.43,2333743,8071,0.1,27.5,25.1,68.2,3.6
2146,10,3.0,107,187590,2521323,0.38,2333733,8071,0.1,27.5,24.8,68.5,3.7
2147,0,2.9,107,187590,2521323,0.42,2333733,8071,0.0,27.7,25.0,68.4,3.7
2148,2,3.0,108,187592,2521787,0.43,2334195,8072,0.0,27.7,24.9,69.2,3.6
2149,5,3.6,101,187597,2521787,0.52,2334190,8072,0.0,27.7,24.8,69.8,3.6
2150,6,4.3,97,187603,2521787,0.68,2334184,8072,0.0,27.8,24.8,70.0,3.7
2151,14,5.6,106,187617,2521787,0.85,2334170,8072,0.0,27.8,24.8,69.5,3.7
2153,3,4.6,108,187622,2521787,1.52,2334165,8072,0.0,28.0,24.9,69.8,3.5
2155,1,5.1,106,187628,2522251,1.71,2334623,8074,0.0,28.0,25.1,69.5,3.3
2156,0,4.4,104,187628,2522251,1.24,2334623,8074,0.0,28.1,25.2,69.5,3.3
2157,1,3.7,100,187629,2522251,0.87,2334622,8074,0.0,28.1,25.2,69.3,3.2
2158,0,1.7,97,187629,2522251,0.31,2334622,8074,0.1,28.1,25.3,69.7,3.3
2159,5,2.1,74,187634,2522251,0.38,2334617,8074,0.1,28.1,25.6,69.5,3.4
2160,8,2.9,73,187642,2522251,0.63,2334609,8074,0.4,28.0,25.6,69.5,3.4
2161,1,2.3,73,187643,2522251,0.43,2334608,8074,0.4,28.0,25.7,69.2,3.6
2162,1,2.3,73,187644,2522715,0.44,2335071,8075,0.4,27.9,25.6,69.6,3.7
2163,9,3.6,81,187653,2522715,0.81,2335062,8075,0.5,27.9,25.6,69.5,3.8
2164,6,4.3,86,187659,2522715,1.15,2335056,8075,0.5,27.8,25.7,69.9,3.7
2167,1,3.4,76,187666,2522715,1.2,2335049,8075,0.3,27.8,25.4,70.8,3.7
2168,2,3.6,78,187668,2522715,1.56,2335047,8075,0.3,27.8,25.3,71.3,3.7
2169,3,3.9,79,187671,2523179,1.69,2335508,8077,0.2,27.8,25.2,71.2,3.7
2170,11,4.1,85,187682,2523179,1.16,2335497,8077,0.2,27.8,25.1,71.3,3.7
2171,12,5.0,91,187694,2523179,1.17,2335485,8077,0.2,27.8,25.1,71.5,3.6
2172,4,5.6,81,187698,2523179,1.3,2335481,8077,0.2,27.8,25.2,71.8,3.6
2173,4,5.3,83,187702,2523179,1.19,2335477,8077,0.0,28.0,25.1,71.3,3.6
2174,5,5.9,85,187707,2523179,1.71,2335472,8077,0.0,28.0,25.3,71.3,3.6
2175,1,5.7,81,187708,2523179,1.6,2335471,8077,0.0,28.1,25.4,71.1,3.7
2176,0,5.3,80,187708,2523643,1.37,2335935,8078,0.0,28.2,25.6,71.3,3.6
2177,7,4.7,87,187715,2523643,1.14,2335928,8078,0.0,28.3,25.5,70.9,3.5
2178,2,3.3,88,187717,2523643,0.66,2335926,8078,0.0,28.3,25.4,70.9,3.4
2179,5,3.4,93,187722,2523643,0.62,2335921,8078,0.0,28.4,25.4,70.9,3.5
2180,4,3.4,92,187726,2523643,0.65,2335917,8078,0.1,28.4,25.7,71.0,3.3
2181,2,3.0,86,187728,2523643,0.51,2335915,8078,0.1,28.3,25.6,70.9,3.1
2182,2,3.1,87,187730,2523643,0.55,2335913,8078,0.1,28.3,25.7,71.2,3.2
2183,2,3.4,88,187732,2524107,0.65,2336375,8080,0.1,28.3,25.6,71.2,3.3
2184,1,2.6,80,187733,2524107,0.55,2336374,8080,0.9,28.2,25.6,71.6,3.3
2185,3,2.7,77,187736,2524107,0.83,2336371,8080,1.0,28.2,25.7,71.7,3.4
2186,7,3.0,84,187743,2524107,0.88,2336364,8080,1.0,28.1,25.5,71.9,3.3
2187,9,3.7,87,187752,2524107,1.08,2336355,8080,0.9,28.2,25.4,71.7,3.4
2188,6,4.3,92,187758,2524107,1.43,2336349,8080,0.9,28.2,25.6,71.9,3.5
2189,1,4.1,91,187759,2524107,1.32,2336348,8080,1.2,28.0,25.4,72.6,3.4
2190,2,4.1,90,187761,2524107,1.21,2336346,8080,1.6,28.0,25.3,72.2,3.4
2191,0,4.0,79,187761,2524107,1.56,2336346,8080,0.8,28.0,25.5,72.4,3.3
2192,1,3.7,68,187762,2524571,1.37,2336809,8081,1.5,28.0,25.4,73.0,3.2
2193,11,4.3,75,187773,2524571,1.43,2336798,8081,1.7,28.0,25.4,73.1,3.2
2194,13,4.9,84,187786,2524571,1.31,2336785,8081,2.8,27.8,25.2,74.7,3.0
2195,2,4.3,81,187788,2524571,1.0,2336783,8081,3.2,27.6,25.0,75.5,3.0
2196,7,5.1,87,187795,2524571,1.24,2336776,8081,3.1,27.5,25.0,75.9,2.8
2197,1,5.0,88,187796,2524571,1.21,2336775,8081,3.0,27.4,24.8,77.3,2.8
2198,6,5.9,87,187802,2524571,1.46,2336769,8081,3.1,27.5,24.8,76.7,2.9
2200,5,6.1,94,187816,2525035,1.43,2337219,8083,2.2,27.7,25.2,75.5,3.0
2201,5,5.0,95,187821,2525035,1.03,2337214,8083,1.1,27.9,25.5,73.9,3.3
2202,5,5.4,98,187826,2525035,1.27,2337209,8083,0.6,28.0,25.7,72.8,3.4
2203,4,5.0,100,187830,2525035,0.97,2337205,8083,0.5,28.2,25.9,71.5,3.8
2204,2,5.1,100,187832,2525035,1.03,2337203,8083,0.2,28.3,26.0,69.9,3.8
2205,5,5.0,104,187837,2525035,0.85,2337198,8083,1.3,28.2,25.9,71.5,3.6
2206,11,5.3,112,187848,2525499,0.76,2337651,8084,1.6,28.1,25.9,72.7,3.3
2207,12,6.3,117,187860,2525499,1.02,2337639,8084,2.1,28.0,25.7,73.8,3.5
2208,15,7.7,123,187875,2525499,1.54,2337624,8084,2.2,28.0,25.7,74.0,3.2
2209,12,8.7,129,187887,2525499,1.61,2337612,8084,2.2,28.0,25.6,74.6,3.0
2210,1,8.3,129,187888,2525499,1.66,2337611,8084,2.3,27.8,25.3,75.7,2.6
2211,1,8.1,128,187889,2525499,1.58,2337610,8084,3.7,27.6,25.1,77.6,2.4
2213,3,8.3,144,187906,2525963,1.57,2338057,8085,2.1,27.8,25.3,76.6,2.5
2214,7,7.6,140,187913,2525963,1.2,2338050,8085,1.5,27.9,25.3,76.0,2.2
2215,11,7.0,138,187924,2525963,0.91,2338039,8085,1.5,27.9,25.2,76.1,2.4
2216,8,6.4,144,187932,2525963,0.74,2338031,8085,1.5,27.9,25.3,76.1,2.2
2217,4,6.9,141,187936,2525963,0.83,2338027,8085,1.4,28.1,25.2,75.5,2.5
2218,8,7.9,148,187944,2525963,0.96,2338019,8085,0.0,28.3,25.7,73.9,2.6
2219,22,9.0,164,187966,2525963,0.95,2337997,8085,0.0,28.3,25.6,72.6,2.7
2220,10,10.0,165,187976,2526427,1.21,2338451,8087,0.0,28.3,25.6,71.3,2.5
2221,21,12.0,181,187997,2526427,1.58,2338430,8087,0.0,28.3,25.4,70.8,2.8
2225,1,12.0,196,188028,2526427,1.53,2338399,8087,0.0,28.5,25.8,69.0,3.1
2226,3,9.3,194,188031,2526427,1.03,2338396,8087,0.0,28.5,26.0,69.3,3.2
2227,22,11.0,205,188053,2526891,1.1,2338838,8088,0.1,28.5,25.9,70.2,3.3
2228,7,9.0,200,188060,2526891,0.75,2338831,8088,0.2,28.5,26.1,70.6,3.2
2229,10,7.9,195,188070,2526891,0.6,2338821,8088,0.4,28.4,26.0,71.6,3.3
2230,11,8.4,194,188081,2526891,0.66,2338810,8088,0.5,28.4,25.9,71.6,3.3
2231,8,8.9,201,188089,2526891,0.68,2338802,8088,0.5,28.5,25.9,71.5,3.0
2232,7,9.7,207,188096,2526891,0.81,2338795,8088,0.5,28.5,25.9,71.1,3.0
2233,3,9.7,196,188099,2526891,1.05,2338792,8088,0.6,28.6,25.9,71.0,3.0
2234,1,6.7,194,188100,2527355,0.61,2339255,8090,0.4,28.7,25.9,70.5,3.1
2235,5,6.4,192,188105,2527355,0.71,2339250,8090,0.4,28.9,26.1,70.1,3.3
2236,14,7.0,195,188119,2527355,0.89,2339236,8090,0.5,28.9,25.9,70.1,3.3
2237,4,6.0,191,188123,2527355,0.71,2339232,8090,1.9,28.6,25.7,72.6,3.1
2238,5,5.6,192,188128,2527355,0.63,2339227,8090,5.7,28.4,25.3,74.1,3.1
2239,7,5.6,191,188135,2527355,0.57,2339220,8090,6.7,27.9,25.1,77.2,2.8
2240,8,6.3,177,188143,2527355,0.65,2339212,8090,7.9,27.6,24.8,79.1,2.5
2241,24,9.6,191,188167,2527819,1.43,2339652,8091,9.4,27.2,24.6,81.5,2.4
2248,28,16.6,230,188283,2528283,1.73,2340000,8093,5.2,28.2,24.9,71.7,3.5
2249,18,15.9,241,188301,2528283,1.31,2339982,8093,0.0,28.3,25.4,71.0,3.4
2250,24,16.7,255,188325,2528283,1.31,2339958,8093,0.0,28.3,25.5,71.4,3.3
2251,11,17.0,255,188336,2528283,1.27,2339947,8093,0.0,28.4,25.5,71.6,3.4
2252,6,16.7,253,188342,2528283,1.21,2339941,8093,0.0,28.5,25.8,71.3,3.4
2253,6,16.1,252,188348,2528283,1.13,2339935,8093,0.0,28.6,25.7,70.9,3.4
2254,17,15.7,266,188365,2528283,0.98,2339918,8093,0.0,28.7,25.9,71.2,3.4
2255,19,14.4,284,188384,2528747,0.87,2340363,8094,0.0,28.8,26.0,71.6,3.4
2256,19,14.6,298,188403,2528747,0.92,2340344,8094,0.0,28.8,26.0,71.7,3.5
2257,23,14.4,307,188426,2528747,0.86,2340321,8094,0.0,28.8,26.0,71.6,3.5
2258,12,14.6,315,188438,2528747,0.86,2340309,8094,0.1,28.8,25.9,71.1,3.3
2259,10,15.1,320,188448,2528747,0.91,2340299,8094,0.1,28.7,25.8,71.5,3.3
2260,7,15.3,320,188455,2528747,0.95,2340292,8094,0.5,28.6,25.6,72.7,3.2
2261,24,16.3,336,188479,2528747,1.04,2340268,8094,0.6,28.6,25.8,72.8,3.2
2262,33,18.3,345,188512,2529211,1.27,2340699,8096,0.6,28.6,26.0,72.5,3.1
2263,16,17.9,338,188528,2529211,1.23,2340683,8096,0.6,28.6,25.9,72.8,2.9
2264,15,16.7,335,188543,2529211,1.16,2340668,8096,0.6,28.7,26.0,73.2,2.8
2265,22,18.1,348,188565,2529211,1.25,2340646,8096,0.5,28.7,26.0,73.7,2.8
2266,5,17.4,345,188570,2529211,1.15,2340641,8096,2.1,28.5,26.0,74.9,2.8
2267,10,17.9,345,188580,2529211,1.17,2340631,8096,3.5,28.6,26.1,74.9,2.8
2268,19,17.1,344,188599,2529211,1.05,2340612,8096,4.9,28.4,25.8,75.7,2.8
2269,10,13.9,326,188609,2529675,0.76,2341066,8097,5.3,28.2,25.6,77.5,2.6
2270,16,13.9,324,188625,2529675,0.78,2341050,8097,6.1,28.0,25.3,78.7,2.5
2271,24,15.1,324,188649,2529675,0.91,2341026,8097,6.3,27.9,25.0,78.9,2.5
2272,26,15.7,339,188675,2529675,0.87,2341000,8097,6.3,27.8,25.0,79.3,2.5
2273,9,16.3,342,188684,2529675,0.93,2340991,8097,4.8,27.9,25.2,78.1,2.4
2274,9,16.1,345,188693,2529675,0.9,2340982,8097,3.0,27.8,25.2,78.2,2.3
2275,17,15.9,345,188710,2529675,0.93,2340965,8097,1.9,27.8,25.3,77.7,2.1
2276,23,17.7,349,188733,2530139,1.28,2341406,8099,2.2,28.0,25.3,76.6,2.2
2277,19,18.1,349,188752,2530139,1.31,2341387,8099,2.3,28.0,25.3,76.2,2.2
2278,27,18.6,353,188779,2530139,1.23,2341360,8099,2.5,28.0,25.4,76.9,2.1
2279,11,16.4,352,188790,2530139,1.05,2341349,8099,2.5,28.1,25.6,76.9,2.1
2280,12,16.9,354,188802,2530139,1.04,2341337,8099,2.5,28.1,25.5,77.3,2.2
2281,10,17.0,357,188812,2530139,1.05,2341327,8099,3.1,28.2,25.5,76.9,2.5
2282,45,21.0,378,188857,2530139,1.32,2341282,8099,2.8,28.3,25.6,76.0,2.6
2283,30,22.0,375,188887,2530603,1.24,2341716,8100,2.1,28.3,25.6,75.6,2.5
2284,34,24.1,393,188921,2530603,1.33,2341682,8100,2.3,28.3,25.4,74.8,2.5
2285,38,25.7,416,188959,2530603,1.38,2341644,8100,2.2,28.1,25.3,75.6,2.4
2286,28,28.1,422,188987,2530603,1.71,2341616,8100,6.1,27.8,24.9,76.5,2.3
2287,14,28.4,431,189001,2530603,1.69,2341602,8100,6.0,27.8,24.7,76.8,2.2
2288,19,29.7,440,189020,2530603,1.75,2341583,8100,5.3,27.7,24.7,77.0,1.9
2289,57,31.4,478,189077,2530603,1.5,2341526,8100,5.4,27.5,24.6,79.0,1.7
2290,49,34.1,517,189126,2531067,1.55,2341941,8102,7.2,27.5,24.4,80.1,1.7
2291,33,34.0,534,189159,2531067,1.41,2341908,8102,6.1,27.6,24.7,80.9,1.7
2292,33,33.3,543,189192,2531067,1.29,2341875,8102,5.9,27.8,24.7,79.2,1.9
2293,63,38.3,580,189255,2531067,1.36,2341812,8102,2.0,28.1,24.9,78.0,2.0
2294,19,39.0,590,189274,2531067,1.37,2341793,8102,2.0,28.1,24.9,77.5,1.9
2295,10,37.7,591,189284,2531067,1.27,2341783,8102,2.0,28.1,24.8,76.8,2.0
2296,64,38.7,638,189348,2531067,1.23,2341719,8102,1.8,28.3,24.7,75.5,2.3
2297,66,41.1,681,189414,2531531,1.21,2342117,8103,0.0,28.4,25.0,74.1,2.4
2298,41,42.3,703,189455,2531531,1.24,2342076,8103,0.0,28.5,25.0,73.4,2.4
2299,50,44.7,726,189505,2531531,1.34,2342026,8103,1.5,28.3,25.0,74.6,2.1
2300,59,44.1,774,189564,2531531,1.15,2341967,8103,2.3,28.2,24.9,76.3,2.0
2301,24,44.9,786,189588,2531531,1.15,2341943,8103,6.9,27.9,24.6,77.1,1.9
2302,15,45.6,791,189603,2531531,1.21,2341928,8103,6.9,27.8,24.6,78.2,1.8
2303,62,45.3,808,189665,2531531,1.17,2341866,8103,8.0,27.6,24.4,79.3,1.7
2304,26,39.6,804,189691,2531995,0.96,2342304,8105,9.9,27.2,24.0,80.8,1.5
2305,51,41.0,821,189742,2531995,0.97,2342253,8105,12.3,26.8,23.7,83.2,1.5
2306,82,45.6,865,189824,2531995,1.02,2342171,8105,11.7,26.7,23.5,83.4,1.7
2307,60,45.7,897,189884,2531995,1.04,2342111,8105,11.4,26.7,23.5,82.9,1.8
2308,21,45.3,904,189905,2531995,1.01,2342090,8105,7.2,26.9,23.7,82.6,1.9
2309,40,48.9,925,189945,2531995,1.07,2342050,8105,7.5,26.9,23.9,82.8,1.9
2310,61,48.7,929,190006,2531995,1.08,2341989,8105,6.3,26.9,23.9,82.5,2.0
2311,53,52.6,933,190059,2532459,1.33,2342400,8106,5.3,26.8,24.0,83.7,2.1
2312,28,49.3,928,190087,2532459,1.2,2342372,8106,5.3,27.0,24.2,82.3,2.2
2313,60,46.1,955,190147,2532459,1.01,2342312,8106,4.7,27.1,24.3,81.6,2.3
2314,42,43.6,934,190189,2532459,0.95,2342270,8106,4.1,27.2,24.4,80.3,2.3
2315,14,42.6,929,190203,2532459,0.94,2342256,8106,3.8,27.2,24.4,79.8,2.4
2316,18,39.4,937,190221,2532459,0.81,2342238,8106,3.5,27.3,24.4,78.8,2.4
2317,43,36.9,916,190264,2532459,0.76,2342195,8106,3.6,27.3,24.2,78.5,2.5
2318,45,35.7,895,190309,2532923,0.68,2342614,8108,2.8,27.7,24.2,76.7,2.5
2319,70,41.7,924,190379,2532923,0.85,2342544,8108,0.4,27.8,24.4,75.8,2.4
2320,44,39.4,918,190423,2532923,0.85,2342500,8108,0.9,27.9,24.4,76.0,2.3
2321,46,40.0,905,190469,2532923,0.92,2342454,8108,0.9,27.9,24.4,76.3,2.3
2322,21,41.0,902,190490,2532923,0.96,2342433,8108,0.9,27.9,24.4,76.0,2.1
2323,25,42.0,912,190515,2532923,1.07,2342408,8108,1.3,27.8,24.3,76.5,2.2
2324,53,43.4,903,190568,2532923,1.18,2342355,8108,1.1,28.0,24.7,75.4,2.2
2325,38,42.4,915,190606,2533387,1.19,2342781,8109,1.6,27.8,24.8,76.9,2.2
2326,40,38.1,904,190646,2533387,0.91,2342741,8109,6.2,27.5,24.5,77.5,2.3
2327,34,36.7,856,190680,2533387,0.93,2342707,8109,5.4,27.5,24.5,77.4,2.3
2328,64,39.3,860,190744,2533387,0.98,2342643,8109,5.5,27.4,24.5,78.0,2.2
2329,18,38.9,857,190762,2533387,0.95,2342625,8109,5.8,27.3,24.5,80.1,2.1
2330,36,40.4,853,190798,2533387,0.96,2342589,8109,9.5,27.1,24.4,80.9,2.1
2331,67,42.4,859,190865,2533387,0.98,2342522,8109,11.6,26.9,24.0,82.5,2.0
2332,65,46.3,871,190930,2533851,1.09,2342921,8111,11.3,26.9,23.9,82.2,2.4
2333,68,50.3,911,190998,2533851,1.32,2342853,8111,8.1,26.9,24.1,82.7,2.2
2334,67,55.0,918,191065,2533851,1.5,2342786,8111,10.2,26.7,24.0,84.0,2.1
2335,60,54.4,936,191125,2533851,1.39,2342726,8111,10.9,26.6,23.9,84.6,2.2
2336,40,57.6,962,191165,2533851,1.48,2342686,8111,10.7,26.7,23.9,83.6,2.4
2337,21,55.4,965,191186,2533851,1.37,2342665,8111,7.3,26.9,24.0,82.6,2.5
2338,62,54.7,984,191248,2533851,1.29,2342603,8111,5.1,26.9,24.2,81.5,2.8
2339,59,53.9,998,191307,2534315,1.16,2343008,8112,4.9,27.1,24.2,79.7,2.6
2340,49,51.1,977,191356,2534315,1.02,2342959,8112,3.9,27.1,24.1,78.9,2.7
2341,13,43.4,946,191369,2534315,0.79,2342946,8112,1.8,27.3,24.1,77.0,3.0
2342,66,44.3,966,191435,2534315,0.81,2342880,8112,1.1,27.3,24.0,76.0,3.1
2343,35,43.6,980,191470,2534315,0.76,2342845,8112,1.0,27.2,23.9,74.9,2.9
2344,23,43.9,978,191493,2534315,0.79,2342822,8112,0.4,27.1,23.7,75.6,2.8
2345,59,43.4,984,191552,2534315,0.79,2342763,8112,1.1,27.0,23.6,76.3,2.5
2346,84,47.0,1030,191636,2534779,0.87,2343143,8114,1.1,27.0,23.6,77.4,2.3
2347,53,47.6,1043,191689,2534779,0.93,2343090,8114,4.2,26.8,23.4,78.4,2.2
2348,64,54.9,1073,191753,2534779,1.26,2343026,8114,4.7,26.6,23.4,79.4,2.0
2349,77,56.4,1086,191830,2534779,1.27,2342949,8114,6.0,26.5,23.2,79.9,1.9
2350,18,54.0,1086,191848,2534779,1.24,2342931,8114,6.0,26.4,23.0,80.6,2.0
2351,19,53.4,1069,191867,2534779,1.22,2342912,8114,6.0,26.3,23.1,80.7,2.1
2352,56,53.0,1058,191923,2534779,1.22,2342856,8114,5.4,26.3,23.1,79.8,2.1
2353,63,50.0,1056,191986,2535243,1.06,2343257,8115,6.8,26.2,23.2,79.8,2.1
2354,50,49.6,1038,192036,2535243,1.04,2343207,8115,3.4,26.4,23.3,78.6,2.4
2355,70,50.4,1041,192106,2535243,0.92,2343137,8115,4.1,26.5,23.3,78.4,2.4
2356,63,48.4,1044,192169,2535243,0.86,2343074,8115,4.7,26.4,23.5,79.3,2.3
2357,31,50.3,1035,192200,2535243,0.93,2343043,8115,4.8,26.4,23.6,80.0,2.3
2358,26,51.3,1040,192226,2535243,0.96,2343017,8115,4.8,26.5,23.6,79.7,2.3
2359,72,53.6,1050,192298,2535243,1.01,2342945,8115,6.2,26.5,23.7,80.7,2.3
2360,75,55.3,1066,192373,2535707,1.11,2343334,8117,4.8,26.6,23.5,80.6,2.2
2361,31,52.6,1048,192404,2535707,1.06,2343303,8117,5.0,26.6,23.6,80.7,2.2
2362,82,54.3,1117,192486,2535707,1.08,2343221,8117,3.7,26.7,23.6,79.8,2.3
2363,74,55.9,1125,192560,2535707,1.15,2343147,8117,3.5,26.6,23.5,79.7,2.2
2364,20,54.3,1110,192580,2535707,1.08,2343127,8117,5.2,26.5,23.4,79.5,2.1
2365,45,57.0,1132,192625,2535707,1.11,2343082,8117,5.3,26.5,23.3,79.1,2.1
2366,97,60.6,1170,192722,2535707,1.13,2342985,8117,12.0,26.3,23.1,79.4,2.0
2367,66,59.3,1152,192788,2536171,1.07,2343383,8118,12.0,26.3,23.2,79.0,2.0
2368,56,62.9,1155,192844,2536171,1.2,2343327,8118,11.8,26.3,23.2,78.9,2.0
2369,39,56.7,1130,192883,2536171,1.04,2343288,8118,11.8,26.4,23.4,78.8,2.0
2370,80,57.6,1133,192963,2536171,1.03,2343208,8118,10.4,26.7,23.8,78.0,2.0
2371,44,61.0,1159,193007,2536171,1.12,2343164,8118,8.7,26.6,23.9,79.9,2.0
2373,38,50.0,1149,193072,2536171,0.83,2343099,8118,7.4,26.5,24.0,79.6,2.0
2374,76,51.4,1162,193148,2536635,0.87,2343487,8120,7.4,26.6,23.9,79.8,2.0
2375,61,52.1,1173,193209,2536635,0.83,2343426,8120,9.4,26.3,23.7,80.9,2.0
2376,57,54.7,1160,193266,2536635,0.96,2343369,8120,9.5,25.9,23.3,82.3,2.0
2377,69,53.1,1166,193335,2536635,0.92,2343300,8120,9.3,25.8,23.0,81.5,1.9
2378,26,50.6,1161,193361,2536635,0.83,2343274,8120,11.3,25.9,23.0,79.6,2.0
2379,33,51.4,1168,193394,2536635,0.88,2343241,8120,4.6,26.1,23.1,78.2,2.2
2380,77,57.0,1173,193471,2536635,1.14,2343164,8120,4.4,26.1,23.1,78.7,2.4
2381,48,53.0,1146,193519,2537099,1.03,2343580,8121,4.4,26.0,23.0,79.0,2.2
2382,62,53.1,1177,193581,2537099,1.02,2343518,8121,3.2,26.3,23.1,77.5,2.2
2383,68,54.7,1163,193649,2537099,1.0,2343450,8121,3.1,26.4,23.1,75.7,2.4
2384,49,51.9,1138,193698,2537099,0.98,2343401,8121,4.3,26.3,23.1,76.3,2.5
2385,20,51.0,1138,193718,2537099,1.01,2343381,8121,2.2,26.3,22.8,76.4,2.5
2386,22,49.4,1115,193740,2537099,0.96,2343359,8121,2.3,26.2,22.8,77.0,2.4
2387,97,52.3,1115,193837,2537099,0.92,2343262,8121,4.3,26.1,22.7,77.4,2.4
2388,66,54.9,1115,193903,2537563,1.04,2343660,8123,4.4,26.1,22.7,77.6,2.4
2389,68,55.7,1127,193971,2537563,1.05,2343592,8123,3.6,26.0,22.6,78.3,2.5
2390,57,54.1,1145,194028,2537563,0.99,2343535,8123,3.6,26.2,23.0,78.6,2.5
2391,48,54.0,1113,194076,2537563,1.04,2343487,8123,3.8,26.3,23.1,78.9,2.6
2392,40,56.9,1109,194116,2537563,1.11,2343447,8123,3.7,26.4,23.3,78.5,2.6
2393,19,56.4,1101,194135,2537563,1.14,2343428,8123,3.6,26.4,23.2,78.5,2.5
2394,57,50.7,1120,194192,2537563,0.97,2343371,8123,1.8,26.3,23.4,79.4,2.3
2395,67,50.9,1111,194259,2538027,0.93,2343768,8124,1.7,26.4,23.3,78.6,2.5
2396,50,48.3,1100,194309,2538027,0.87,2343718,8124,1.6,26.5,23.6,78.1,2.5
2397,48,47.0,1091,194357,2538027,0.87,2343670,8124,1.6,26.5,23.6,78.3,2.5
2398,36,45.3,1058,194393,2538027,0.84,2343634,8124,1.0,26.5,23.6,78.3,2.3
2399,30,43.9,1062,194423,2538027,0.77,2343604,8124,1.9,26.6,23.6,78.1,2.5
2400,34,46.0,1063,194457,2538027,0.82,2343570,8124,1.9,26.5,23.6,77.0,2.5
2401,80,49.3,1066,194537,2538027,0.97,2343490,8124,1.6,26.6,23.4,75.2,2.7
2402,55,47.6,1073,194592,2538491,0.94,2343899,8126,1.9,26.6,23.6,74.2,2.6
2403,45,46.9,1056,194637,2538491,0.97,2343854,8126,1.9,26.5,23.4,73.3,2.5
2404,48,46.9,1036,194685,2538491,1.0,2343806,8126,1.9,26.5,23.1,72.4,2.6
2405,73,52.1,1060,194758,2538491,1.15,2343733,8126,1.2,26.5,23.0,70.9,2.7
2406,46,54.4,1086,194804,2538491,1.24,2343687,8126,0.3,26.5,22.9,69.8,2.8
2407,19,52.3,1083,194823,2538491,1.14,2343668,8126,0.3,26.6,22.9,69.8,3.0
2408,95,54.4,1081,194918,2538491,1.1,2343573,8126,0.3,26.6,23.0,69.9,3.2
2409,63,55.6,1078,194981,2538955,1.17,2343974,8127,0.0,26.7,23.1,70.3,3.4
2410,59,57.6,1069,195040,2538955,1.23,2343915,8127,0.0,26.8,23.2,69.7,3.7
2411,69,60.6,1081,195109,2538955,1.29,2343846,8127,0.0,26.8,23.1,68.8,3.5
2412,48,57.0,1081,195157,2538955,1.09,2343798,8127,0.0,26.8,23.2,68.9,3.7
2413,51,57.7,1092,195208,2538955,1.06,2343747,8127,0.0,26.9,23.5,69.3,3.7
2414,27,58.9,1100,195235,2538955,1.13,2343720,8127,0.6,27.0,23.6,69.0,3.7
2415,70,55.3,1113,195305,2538955,1.02,2343650,8127,0.6,27.0,23.6,68.6,3.7
2416,33,51.0,1079,195338,2539419,0.92,2344081,8129,0.6,27.0,23.6,68.2,3.8
2417,52,50.0,1081,195390,2539419,0.87,2344029,8129,0.6,27.1,23.7,69.1,3.8
2418,16,42.4,1049,195406,2539419,0.7,2344013,8129,1.3,27.1,23.9,70.7,3.9
2419,60,44.1,1073,195466,2539419,0.77,2343953,8129,1.4,27.1,23.9,71.0,3.9
2420,29,41.0,1072,195495,2539419,0.71,2343924,8129,1.4,27.0,23.9,71.0,3.9
2421,22,40.3,1060,195517,2539419,0.68,2343902,8129,1.1,27.0,24.0,72.2,3.9
2422,43,36.4,1023,195560,2539419,0.66,2343859,8129,1.1,27.1,24.0,72.3,3.9
2423,40,37.4,1008,195600,2539883,0.73,2344283,8130,1.1,27.1,24.0,72.3,3.9
2424,65,39.3,1028,195665,2539883,0.79,2344218,8130,1.1,27.0,23.9,71.6,3.9
2425,38,42.4,1018,195703,2539883,1.0,2344180,8130,0.4,27.1,23.9,70.7,3.9
2426,57,42.0,1002,195760,2539883,0.95,2344123,8130,0.3,27.2,24.1,70.2,3.8
2427,28,41.9,984,195788,2539883,1.02,2344095,8130,0.3,27.3,24.1,69.7,3.8
2428,21,41.7,986,195809,2539883,1.04,2344074,8130,0.0,27.3,23.9,68.5,3.8
2429,43,41.7,934,195852,2539883,1.15,2344031,8130,0.0,27.4,23.9,68.1,3.7
2430,37,41.3,908,195889,2540347,1.1,2344458,8132,0.0,27.4,23.8,68.9,3.4
